text,label,score,created_at
Bitcoin price has been flat all week. #BTC,NEUTRAL,0.8443991971202608,2025-08-08 09:30:15
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.9242074058798132,2025-08-12 01:32:33
Bitcoin is falling hard. A dump is coming. #BTCUSDT,BEARISH,0.961213148585856,2025-07-22 20:29:32
Bitcoin is showing some strong positive momentum. #crypto,BULLISH,0.9628879217190855,2025-07-28 22:25:21
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.9838475749949896,2025-07-16 20:16:31
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.8980886290891968,2025-07-15 09:00:49
Bitcoin is looking bearish on the charts. Stay away! #BTCUSDT,BEARISH,0.9313105785858252,2025-07-20 19:00:41
"Bitcoin is just a stablecoin, nothing to see here. #Bitcoin",NEUTRAL,0.8719691586178177,2025-08-09 01:18:43
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #cryptocurrency,BEARISH,0.9556500151481044,2025-07-18 03:49:52
"Bitcoin is consolidating, not much movement either way. #Bitcoin",NEUTRAL,0.8544808189675901,2025-08-04 08:16:27
"Bitcoin just got a new partnership, price will soar! #BTC",BULLISH,0.928347846666708,2025-08-06 16:47:50
Bitcoin is looking bearish on the charts. Stay away! #cryptocurrency,BEARISH,0.9323847048306194,2025-07-20 19:09:28
Bitcoin is showing some strong positive momentum. #cryptocurrency,BULLISH,0.9177192754529772,2025-07-27 20:22:12
Bitcoin is showing some strong positive momentum. #Bitcoin,BULLISH,0.9605534595679254,2025-08-02 04:46:37
Bitcoin is a great long-term hold. #BTC,BULLISH,0.9014890666512448,2025-08-03 16:21:17
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.9523962706111896,2025-08-07 14:37:11
"Bitcoin Just checking the market stats, everything looks normal. #crypto",NEUTRAL,0.8251629968357622,2025-08-03 06:26:30
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.9547057387069458,2025-08-03 13:35:49
Bitcoin is looking bearish on the charts. Stay away! #BTC,BEARISH,0.9362870312643436,2025-08-04 22:20:50
Bitcoin is a great long-term hold. #Bitcoin,BULLISH,0.90961612243631,2025-07-20 00:17:34
Bitcoin is having a major pump right now! To the moon! 🚀 #BTC,BULLISH,0.9393164092377836,2025-08-10 20:56:14
"Bitcoin is just a stablecoin, nothing to see here. #BTC",NEUTRAL,0.8224070106339165,2025-08-02 21:12:36
Bitcoin is on the verge of a major breakout. #cryptocurrency,BULLISH,0.9584332181576216,2025-08-10 09:24:28
"Bitcoin Just checking the market stats, everything looks normal. #BTCUSDT",NEUTRAL,0.8513582260725944,2025-07-26 06:02:13
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.9068741945322374,2025-08-06 02:08:25
Bitcoin is gaining serious traction. Bull run is coming! #BTCUSDT,BULLISH,0.919179693442069,2025-08-06 01:09:59
Bitcoin I'm losing a lot of money on this. #Bitcoin,BEARISH,0.9989865728944144,2025-07-21 15:39:38
Bitcoin I'm losing a lot of money on this. #cryptocurrency,BEARISH,0.9133425876651688,2025-07-26 11:55:35
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.9163586717153892,2025-07-17 20:22:52
Bitcoin is having a major pump right now! To the moon! 🚀 #crypto,BULLISH,0.9987720505195548,2025-07-29 15:25:47
Bitcoin is having a major pump right now! To the moon! 🚀 #BTC,BULLISH,0.930661105586666,2025-08-11 03:42:08
"Bitcoin is consolidating, not much movement either way. #Bitcoin",NEUTRAL,0.8343334156640827,2025-08-03 11:17:43
"Bitcoin just got a new partnership, price will soar! #cryptocurrency",BULLISH,0.9567938438242336,2025-07-22 23:32:40
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.8339482475020321,2025-07-20 16:44:06
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTCUSDT,BEARISH,0.9933320469009208,2025-07-23 11:34:47
Bitcoin seems to be losing all its value. #BTC,BEARISH,0.9951547604792172,2025-08-08 01:57:04
"Bitcoin Just checking the market stats, everything looks normal. #crypto",NEUTRAL,0.8392871555817392,2025-07-24 22:56:24
Bitcoin is falling hard. A dump is coming. #cryptocurrency,BEARISH,0.9917829852446016,2025-07-30 08:37:26
Bitcoin looks incredibly bullish for the rest of the year. #crypto,BULLISH,0.9017790467429307,2025-07-26 07:03:38
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.8716959506266062,2025-08-03 19:13:04
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.910971828987216,2025-07-18 16:37:28
Bitcoin I'm losing a lot of money on this. #BTC,BEARISH,0.9210344739894616,2025-07-18 11:09:52
Bitcoin is looking bearish on the charts. Stay away! #crypto,BEARISH,0.9669461412879232,2025-07-30 19:47:50
"Bitcoin Just checking the market stats, everything looks normal. #cryptocurrency",NEUTRAL,0.919504240765796,2025-07-26 14:06:42
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.86257589947841,2025-07-27 00:28:12
"Bitcoin just got a new partnership, price will soar! #BTCUSDT",BULLISH,0.912930010147458,2025-07-14 17:15:55
Bitcoin seems to be losing all its value. #cryptocurrency,BEARISH,0.9897357975735656,2025-07-23 04:58:05
Bitcoin is falling hard. A dump is coming. #BTC,BEARISH,0.9871706115850798,2025-07-25 20:36:30
"Bitcoin is just a stablecoin, nothing to see here. #crypto",NEUTRAL,0.9473069422748416,2025-08-03 20:42:12
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.907788735122892,2025-07-27 21:04:37
Bitcoin price has been flat all week. #cryptocurrency,NEUTRAL,0.8690955091006953,2025-07-24 14:35:57
"Bitcoin just got a new partnership, price will soar! #BTC",BULLISH,0.9358631144747004,2025-07-30 13:13:08
"Bitcoin is consolidating, not much movement either way. #Bitcoin",NEUTRAL,0.855341775994966,2025-08-06 01:40:11
"Bitcoin is consolidating, not much movement either way. #BTCUSDT",NEUTRAL,0.9018558430872108,2025-07-31 17:58:54
Bitcoin looks incredibly bullish for the rest of the year. #Bitcoin,BULLISH,0.9448911459910748,2025-08-10 11:24:46
"Bitcoin just got a new partnership, price will soar! #cryptocurrency",BULLISH,0.9670935911869116,2025-08-03 17:42:26
Bitcoin price has been flat all week. #BTCUSDT,NEUTRAL,0.8379055806835111,2025-08-10 07:58:15
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.9488338518547204,2025-08-08 12:49:29
Bitcoin is having a major pump right now! To the moon! 🚀 #cryptocurrency,BULLISH,0.9361031294489536,2025-07-24 07:27:24
Bitcoin is a great long-term hold. #Bitcoin,BULLISH,0.9949443634097688,2025-08-07 14:13:34
"Bitcoin is consolidating, not much movement either way. #crypto",NEUTRAL,0.9047242101891316,2025-07-22 08:29:20
"Bitcoin is just a stablecoin, nothing to see here. #cryptocurrency",NEUTRAL,0.856471432346456,2025-08-01 20:44:09
Bitcoin is gaining serious traction. Bull run is coming! #Bitcoin,BULLISH,0.947075229984915,2025-07-26 13:41:30
Bitcoin price has been pretty stable this week. #crypto,NEUTRAL,0.8437422268339233,2025-08-11 10:20:23
"Bitcoin is just a stablecoin, nothing to see here. #BTC",NEUTRAL,0.9065554650045125,2025-08-04 11:25:20
Bitcoin is gaining serious traction. Bull run is coming! #crypto,BULLISH,0.9399793515754034,2025-08-11 05:26:11
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTCUSDT,BEARISH,0.9388337154875344,2025-07-18 02:11:32
"Bitcoin just got a new partnership, price will soar! #crypto",BULLISH,0.9781152481118418,2025-08-08 03:32:01
Bitcoin looks incredibly bullish for the rest of the year. #cryptocurrency,BULLISH,0.9363063716553104,2025-07-27 21:26:10
Bitcoin price has been flat all week. #BTCUSDT,NEUTRAL,0.8793987381168427,2025-08-07 17:40:28
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.8979679080827169,2025-07-30 23:18:45
Bitcoin I'm losing a lot of money on this. #BTCUSDT,BEARISH,0.9750330559651964,2025-07-24 04:42:02
Bitcoin I'm losing a lot of money on this. #BTC,BEARISH,0.9662387068325172,2025-08-09 23:03:35
Bitcoin is showing some strong positive momentum. #BTCUSDT,BULLISH,0.9228112144581214,2025-07-21 17:19:39
Bitcoin is experiencing a major sell-off. This is not good. #BTC,BEARISH,0.9006286817767855,2025-08-12 13:37:32
"Bitcoin Just checking the market stats, everything looks normal. #crypto",NEUTRAL,0.9176681738896038,2025-07-16 10:32:52
"Bitcoin just got a new partnership, price will soar! #crypto",BULLISH,0.95414960289429,2025-07-21 03:48:56
Bitcoin is gaining serious traction. Bull run is coming! #Bitcoin,BULLISH,0.973916955034684,2025-07-17 11:46:44
"Bitcoin is consolidating, not much movement either way. #crypto",NEUTRAL,0.8133674051756258,2025-08-11 00:34:03
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.8658827016204782,2025-07-22 21:30:57
Bitcoin price has been pretty stable this week. #BTC,NEUTRAL,0.9412911981472152,2025-08-07 04:25:30
"Bitcoin is just a stablecoin, nothing to see here. #BTC",NEUTRAL,0.890153944175945,2025-08-05 22:11:55
"Bitcoin just got a new partnership, price will soar! #crypto",BULLISH,0.9948093729514988,2025-07-15 02:30:13
Bitcoin is experiencing a major sell-off. This is not good. #Bitcoin,BEARISH,0.9687596759250494,2025-08-12 07:07:57
Bitcoin is experiencing a major sell-off. This is not good. #crypto,BEARISH,0.9015504660550758,2025-07-16 11:11:21
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.9367473711002589,2025-07-27 13:52:28
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.9971787099764552,2025-07-31 23:28:29
Bitcoin price has been flat all week. #crypto,NEUTRAL,0.8200967262008564,2025-07-16 12:51:20
Bitcoin is showing some strong positive momentum. #cryptocurrency,BULLISH,0.998225266532366,2025-08-11 11:53:38
Bitcoin is gaining serious traction. Bull run is coming! #BTCUSDT,BULLISH,0.9831900589302536,2025-08-06 06:43:28
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.8904439038442844,2025-08-12 23:11:01
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.8806831444085278,2025-07-17 06:01:21
Bitcoin seems to be losing all its value. #Bitcoin,BEARISH,0.963684747923637,2025-08-01 14:58:15
Bitcoin is a great long-term hold. #Bitcoin,BULLISH,0.9148899442813933,2025-08-05 03:00:11
"Bitcoin is just a stablecoin, nothing to see here. #cryptocurrency",NEUTRAL,0.9417666676122476,2025-07-27 14:37:28
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.8222536102485656,2025-08-05 18:33:38
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.8815814570217156,2025-08-07 13:32:02
Bitcoin I'm losing a lot of money on this. #BTC,BEARISH,0.966982079541893,2025-08-03 17:20:05
Bitcoin is having a major pump right now! To the moon! 🚀 #BTCUSDT,BULLISH,0.945575466426726,2025-07-14 23:09:19
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.9546257371426085,2025-07-17 23:35:55
"Bitcoin is just a stablecoin, nothing to see here. #BTC",NEUTRAL,0.9395718062336894,2025-08-10 03:04:41
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.8402095458081177,2025-08-12 01:26:54
"Bitcoin just got a new partnership, price will soar! #Bitcoin",BULLISH,0.9565725820342076,2025-08-04 11:19:01
Bitcoin is in a steep correction. This is making me nervous. 😩 #crypto,BEARISH,0.9237706061677128,2025-07-30 15:40:07
Bitcoin seems to be losing all its value. #crypto,BEARISH,0.9903280111494596,2025-08-01 01:23:20
Bitcoin is on the verge of a major breakout. #crypto,BULLISH,0.9336346468364626,2025-08-03 01:03:36
Bitcoin price has been pretty stable this week. #Bitcoin,NEUTRAL,0.9484173780888489,2025-07-25 18:06:03
Bitcoin is in a steep correction. This is making me nervous. 😩 #crypto,BEARISH,0.9027080166432726,2025-07-25 21:37:52
Bitcoin is looking bearish on the charts. Stay away! #BTC,BEARISH,0.9530981334641752,2025-08-01 16:48:15
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.9401688376837972,2025-07-20 22:26:06
Bitcoin is having a major pump right now! To the moon! 🚀 #crypto,BULLISH,0.9845491771776014,2025-07-20 15:45:52
"Bitcoin is just a stablecoin, nothing to see here. #BTC",NEUTRAL,0.8722255504594469,2025-07-15 21:59:19
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #cryptocurrency,BEARISH,0.9852001853275264,2025-08-04 06:40:42
Bitcoin is experiencing a major sell-off. This is not good. #crypto,BEARISH,0.9389060529737294,2025-08-12 00:45:06
"Bitcoin is just a stablecoin, nothing to see here. #Bitcoin",NEUTRAL,0.8478247868383465,2025-08-06 11:08:17
Bitcoin is gaining serious traction. Bull run is coming! #BTC,BULLISH,0.9019396802634312,2025-07-22 03:59:55
Bitcoin is gaining serious traction. Bull run is coming! #Bitcoin,BULLISH,0.910021389816469,2025-08-01 16:35:22
"Bitcoin is consolidating, not much movement either way. #BTCUSDT",NEUTRAL,0.8853134549811285,2025-07-19 06:17:05
Bitcoin is having a major pump right now! To the moon! 🚀 #crypto,BULLISH,0.9082314670073444,2025-07-25 19:55:05
Bitcoin price has been flat all week. #BTC,NEUTRAL,0.9141840234200116,2025-08-07 13:57:28
Bitcoin price has been flat all week. #BTCUSDT,NEUTRAL,0.9154375784500454,2025-07-27 01:11:14
Bitcoin is a great long-term hold. #crypto,BULLISH,0.9347022336521308,2025-08-02 19:42:08
"Bitcoin just got a new partnership, price will soar! #Bitcoin",BULLISH,0.9039055662619744,2025-07-18 19:25:24
"Bitcoin is consolidating, not much movement either way. #BTCUSDT",NEUTRAL,0.9129057609879618,2025-07-27 13:47:47
Bitcoin seems to be losing all its value. #crypto,BEARISH,0.9003581694975131,2025-08-03 12:41:53
"Bitcoin is just a stablecoin, nothing to see here. #cryptocurrency",NEUTRAL,0.8534451570265668,2025-08-11 01:02:42
"Bitcoin just got a new partnership, price will soar! #cryptocurrency",BULLISH,0.951950278873622,2025-07-29 05:41:28
Bitcoin price has been flat all week. #BTCUSDT,NEUTRAL,0.9404564507808624,2025-07-23 15:20:29
Bitcoin is looking bearish on the charts. Stay away! #BTC,BEARISH,0.9334192803253551,2025-08-10 00:13:17
Bitcoin is experiencing a major sell-off. This is not good. #Bitcoin,BEARISH,0.90642736217932,2025-07-21 07:50:02
Bitcoin price has been pretty stable this week. #crypto,NEUTRAL,0.8667361729578849,2025-08-05 11:46:29
Bitcoin is showing some strong positive momentum. #cryptocurrency,BULLISH,0.9340256690503702,2025-07-29 09:27:11
Bitcoin is looking bearish on the charts. Stay away! #crypto,BEARISH,0.9061370171869888,2025-08-09 18:56:36
Bitcoin price has been flat all week. #crypto,NEUTRAL,0.9125386591063084,2025-07-31 05:31:41
Bitcoin I'm losing a lot of money on this. #cryptocurrency,BEARISH,0.9641192033542928,2025-07-18 10:26:17
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTCUSDT,BEARISH,0.92287561886822,2025-08-12 02:47:06
Bitcoin I'm losing a lot of money on this. #BTC,BEARISH,0.9873640282601646,2025-08-10 13:52:04
Bitcoin seems to be losing all its value. #BTCUSDT,BEARISH,0.9922895280158006,2025-07-14 16:12:26
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #crypto,BEARISH,0.9589299772513262,2025-08-12 07:12:47
Bitcoin is experiencing a major sell-off. This is not good. #BTCUSDT,BEARISH,0.9564489673035924,2025-08-04 06:16:53
Bitcoin looks incredibly bullish for the rest of the year. #BTC,BULLISH,0.9807567957361052,2025-07-31 16:36:01
Bitcoin is having a major pump right now! To the moon! 🚀 #BTCUSDT,BULLISH,0.9584508681020356,2025-07-27 04:52:49
Bitcoin looks incredibly bullish for the rest of the year. #crypto,BULLISH,0.9511666261153612,2025-08-03 17:09:39
"Bitcoin is just a stablecoin, nothing to see here. #crypto",NEUTRAL,0.8321494079798313,2025-07-22 09:21:43
Bitcoin seems to be losing all its value. #BTC,BEARISH,0.9537704900278168,2025-07-15 23:29:14
Bitcoin is on the verge of a major breakout. #cryptocurrency,BULLISH,0.9794388548458128,2025-07-29 13:56:31
"Bitcoin is just a stablecoin, nothing to see here. #Bitcoin",NEUTRAL,0.8150473799410315,2025-07-31 21:40:35
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.9009987749610812,2025-07-18 20:02:36
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.918908155728965,2025-07-19 03:03:39
Bitcoin is having a major pump right now! To the moon! 🚀 #crypto,BULLISH,0.9400141219970636,2025-08-13 11:28:55
Bitcoin price has been flat all week. #Bitcoin,NEUTRAL,0.8920064696830586,2025-07-26 12:08:25
Bitcoin looks incredibly bullish for the rest of the year. #cryptocurrency,BULLISH,0.9196756461980088,2025-07-25 04:10:06
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #cryptocurrency,BEARISH,0.9129519731770018,2025-07-14 17:24:20
Bitcoin is looking bearish on the charts. Stay away! #BTCUSDT,BEARISH,0.9966045889401134,2025-08-11 22:52:08
Bitcoin price has been flat all week. #BTCUSDT,NEUTRAL,0.8702176722835285,2025-07-20 12:19:40
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.8871989603162795,2025-07-17 12:42:49
Bitcoin seems to be losing all its value. #cryptocurrency,BEARISH,0.9729380697685514,2025-08-01 09:29:48
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTCUSDT,BEARISH,0.980232197401932,2025-08-03 17:44:23
Bitcoin is on the verge of a major breakout. #Bitcoin,BULLISH,0.914169879751494,2025-07-18 14:09:13
Bitcoin is showing some strong positive momentum. #Bitcoin,BULLISH,0.9199503640646848,2025-07-23 05:06:52
"Bitcoin is just a stablecoin, nothing to see here. #BTCUSDT",NEUTRAL,0.8666071775284404,2025-07-16 22:07:40
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.941576585004212,2025-08-05 10:04:53
Bitcoin looks incredibly bullish for the rest of the year. #crypto,BULLISH,0.9551532002470892,2025-08-08 00:32:24
Bitcoin is showing some mild fluctuations. #BTC,NEUTRAL,0.8755933829912513,2025-07-20 21:46:28
Bitcoin is experiencing a major sell-off. This is not good. #cryptocurrency,BEARISH,0.9097875367690876,2025-07-31 02:45:12
"Bitcoin just got a new partnership, price will soar! #BTCUSDT",BULLISH,0.9081191138966704,2025-07-27 06:52:09
Bitcoin is showing some mild fluctuations. #BTC,NEUTRAL,0.9303314934786844,2025-07-31 06:11:44
Bitcoin price has been flat all week. #cryptocurrency,NEUTRAL,0.8029442170404492,2025-08-05 19:33:37
Bitcoin is having a major pump right now! To the moon! 🚀 #cryptocurrency,BULLISH,0.9533460727734387,2025-07-20 12:44:20
Bitcoin is showing some strong positive momentum. #cryptocurrency,BULLISH,0.996626528389651,2025-07-31 07:27:48
Bitcoin looks incredibly bullish for the rest of the year. #Bitcoin,BULLISH,0.9948907039964736,2025-07-25 11:41:03
Bitcoin is on the verge of a major breakout. #Bitcoin,BULLISH,0.9550797446014538,2025-08-06 12:49:12
Bitcoin is showing some mild fluctuations. #cryptocurrency,NEUTRAL,0.9099567504237528,2025-07-16 05:44:42
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.8252926879846635,2025-08-04 07:35:13
"Bitcoin just got a new partnership, price will soar! #crypto",BULLISH,0.9763152389840384,2025-08-08 20:49:19
"Bitcoin is just a stablecoin, nothing to see here. #crypto",NEUTRAL,0.8585294098545777,2025-07-22 10:52:10
Bitcoin is looking bearish on the charts. Stay away! #Bitcoin,BEARISH,0.9159557440391006,2025-08-09 14:39:29
Bitcoin is experiencing a major sell-off. This is not good. #BTC,BEARISH,0.9683310194051412,2025-07-28 23:48:47
Bitcoin is falling hard. A dump is coming. #Bitcoin,BEARISH,0.9587799593306616,2025-08-03 08:04:30
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.9432442167185484,2025-08-01 22:49:24
Bitcoin price has been flat all week. #Bitcoin,NEUTRAL,0.8534173239139572,2025-07-18 09:29:10
Bitcoin is falling hard. A dump is coming. #BTCUSDT,BEARISH,0.9505421286765444,2025-08-06 04:15:36
Bitcoin is on the verge of a major breakout. #BTCUSDT,BULLISH,0.994744815842654,2025-07-27 09:01:32
Bitcoin I'm losing a lot of money on this. #crypto,BEARISH,0.9574415658600222,2025-07-25 00:10:08
"Bitcoin is consolidating, not much movement either way. #Bitcoin",NEUTRAL,0.8385470459564169,2025-08-03 23:21:21
Bitcoin is looking bearish on the charts. Stay away! #BTCUSDT,BEARISH,0.9495255655931952,2025-07-17 04:53:34
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #Bitcoin,BEARISH,0.962426328080662,2025-08-11 10:55:28
Bitcoin is falling hard. A dump is coming. #crypto,BEARISH,0.9879795973175812,2025-07-17 02:54:04
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.9436912190866116,2025-08-03 18:19:47
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.826855281684822,2025-07-20 12:45:07
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.8071309054667106,2025-08-13 06:18:50
Bitcoin seems to be losing all its value. #BTC,BEARISH,0.9707220517602482,2025-08-01 15:02:51
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #Bitcoin,BEARISH,0.9952712475423704,2025-07-18 03:33:50
Bitcoin is experiencing a major sell-off. This is not good. #BTCUSDT,BEARISH,0.9910230644011272,2025-08-06 02:50:57
Bitcoin is gaining serious traction. Bull run is coming! #cryptocurrency,BULLISH,0.914990483953726,2025-08-10 17:03:40
Bitcoin is having a major pump right now! To the moon! 🚀 #BTC,BULLISH,0.91079454805056,2025-07-20 18:59:05
Bitcoin is having a major pump right now! To the moon! 🚀 #crypto,BULLISH,0.9085292719432104,2025-08-07 08:16:34
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.9165574237330952,2025-07-22 15:53:59
Bitcoin is having a major pump right now! To the moon! 🚀 #BTC,BULLISH,0.983427418532034,2025-07-19 03:32:11
Bitcoin is gaining serious traction. Bull run is coming! #BTC,BULLISH,0.915194101116391,2025-07-16 05:53:32
Bitcoin price has been flat all week. #cryptocurrency,NEUTRAL,0.8016010993794696,2025-08-02 07:08:31
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.8475682863215845,2025-07-19 13:39:53
"Bitcoin Just checking the market stats, everything looks normal. #BTCUSDT",NEUTRAL,0.8886010416502832,2025-07-27 22:06:56
Bitcoin is looking bearish on the charts. Stay away! #crypto,BEARISH,0.9130679639379136,2025-07-24 18:05:31
Bitcoin is falling hard. A dump is coming. #BTCUSDT,BEARISH,0.9078091047598656,2025-07-24 06:10:53
"Bitcoin Just checking the market stats, everything looks normal. #BTC",NEUTRAL,0.9021166101721232,2025-07-17 21:53:00
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTCUSDT,BEARISH,0.9446965300918287,2025-07-16 00:25:59
Bitcoin I'm losing a lot of money on this. #cryptocurrency,BEARISH,0.9420060432941988,2025-08-12 07:57:51
Bitcoin is having a major pump right now! To the moon! 🚀 #BTCUSDT,BULLISH,0.938429087416524,2025-07-15 01:44:26
Bitcoin is showing some mild fluctuations. #BTC,NEUTRAL,0.8746301405261921,2025-07-29 02:22:51
Bitcoin is having a major pump right now! To the moon! 🚀 #crypto,BULLISH,0.9566488187652876,2025-08-08 03:34:27
"Bitcoin Just checking the market stats, everything looks normal. #crypto",NEUTRAL,0.8913492674778718,2025-08-03 14:38:09
Bitcoin is having a major pump right now! To the moon! 🚀 #Bitcoin,BULLISH,0.9444754610710784,2025-08-10 09:19:04
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.8477963170758798,2025-08-09 01:53:31
Bitcoin is falling hard. A dump is coming. #crypto,BEARISH,0.9460951343678649,2025-07-15 09:02:39
Bitcoin is in a steep correction. This is making me nervous. 😩 #crypto,BEARISH,0.9812742612105112,2025-07-18 23:52:09
Bitcoin is falling hard. A dump is coming. #cryptocurrency,BEARISH,0.9800397969203036,2025-07-31 15:33:49
Bitcoin I'm losing a lot of money on this. #cryptocurrency,BEARISH,0.9540484234625524,2025-07-17 00:02:21
Bitcoin I'm losing a lot of money on this. #cryptocurrency,BEARISH,0.953609345293858,2025-08-07 02:27:00
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTCUSDT,BEARISH,0.9145806265386176,2025-08-12 09:32:21
Bitcoin is experiencing a major sell-off. This is not good. #Bitcoin,BEARISH,0.9236720234617694,2025-07-21 05:37:00
Bitcoin is gaining serious traction. Bull run is coming! #BTCUSDT,BULLISH,0.9388481786642984,2025-07-22 21:52:48
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTC,BEARISH,0.9031889933432906,2025-08-08 16:37:05
Bitcoin looks incredibly bullish for the rest of the year. #crypto,BULLISH,0.9865676045088804,2025-08-04 08:16:50
Bitcoin I'm losing a lot of money on this. #BTC,BEARISH,0.9430027347817532,2025-07-18 17:58:22
"Bitcoin is just a stablecoin, nothing to see here. #BTCUSDT",NEUTRAL,0.9141174861878812,2025-07-31 19:43:42
Bitcoin seems to be losing all its value. #cryptocurrency,BEARISH,0.9749199244573205,2025-07-15 12:52:14
Bitcoin is falling hard. A dump is coming. #crypto,BEARISH,0.9958109460839064,2025-07-22 13:55:53
Bitcoin is looking bearish on the charts. Stay away! #Bitcoin,BEARISH,0.9454488880302412,2025-07-31 15:07:19
Bitcoin is looking bearish on the charts. Stay away! #crypto,BEARISH,0.9536987252259326,2025-07-26 17:14:25
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.9340211140220483,2025-08-09 04:19:23
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.8258640841491209,2025-08-12 15:27:13
Bitcoin is falling hard. A dump is coming. #BTCUSDT,BEARISH,0.9985836336228024,2025-07-31 02:00:15
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.8245212778176984,2025-07-26 22:45:18
Bitcoin is gaining serious traction. Bull run is coming! #crypto,BULLISH,0.9356317211891624,2025-07-21 22:29:59
Bitcoin is showing some strong positive momentum. #cryptocurrency,BULLISH,0.9377574888773136,2025-08-04 16:49:56
"Bitcoin just got a new partnership, price will soar! #BTCUSDT",BULLISH,0.9046185200880268,2025-07-14 18:07:38
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.8730129706901547,2025-07-23 16:12:36
"Bitcoin just got a new partnership, price will soar! #BTCUSDT",BULLISH,0.996585654870926,2025-07-29 12:12:24
Bitcoin is showing some strong positive momentum. #crypto,BULLISH,0.9205915382651916,2025-07-26 20:10:24
Bitcoin seems to be losing all its value. #BTC,BEARISH,0.9116042909712512,2025-07-30 21:43:43
Bitcoin I'm losing a lot of money on this. #cryptocurrency,BEARISH,0.910154986330245,2025-07-28 22:50:27
Bitcoin price has been pretty stable this week. #Bitcoin,NEUTRAL,0.8032912314880032,2025-08-10 01:30:25
Bitcoin price has been flat all week. #Bitcoin,NEUTRAL,0.8648525841198527,2025-07-19 03:53:18
Bitcoin looks incredibly bullish for the rest of the year. #cryptocurrency,BULLISH,0.9632328732459148,2025-07-22 09:30:29
Bitcoin is showing some strong positive momentum. #Bitcoin,BULLISH,0.9105556450000676,2025-08-12 18:25:26
"Bitcoin is consolidating, not much movement either way. #crypto",NEUTRAL,0.8432577652682379,2025-08-05 17:01:40
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #cryptocurrency,BEARISH,0.963035437670568,2025-08-03 14:43:27
